40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
01:13:37.0 (322372)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
01:13:37.0 (366839)|EXECUTION_STARTED
01:13:37.0 (370986)|CODE_UNIT_STARTED|[EXTERNAL]|01p0a000004sKkq|CCPullReservationConcurQueuebleJob
01:13:37.0 (620519)|HEAP_ALLOCATE|[72]|Bytes:3
01:13:37.0 (660674)|HEAP_ALLOCATE|[77]|Bytes:152
01:13:37.0 (683241)|HEAP_ALLOCATE|[342]|Bytes:408
01:13:37.0 (698516)|HEAP_ALLOCATE|[355]|Bytes:408
01:13:37.0 (712461)|HEAP_ALLOCATE|[467]|Bytes:48
01:13:37.0 (740631)|HEAP_ALLOCATE|[139]|Bytes:6
01:13:37.0 (809776)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
01:13:37.0 (821851)|SYSTEM_METHOD_ENTRY|[14]|QueueableContextImpl.QueueableContextImpl()
01:13:37.0 (826833)|STATEMENT_EXECUTE|[14]
01:13:37.0 (834383)|SYSTEM_METHOD_EXIT|[14]|QueueableContextImpl
01:13:37.0 (842045)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:13:37.0 (845510)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:13:37.0 (851740)|VARIABLE_SCOPE_BEGIN|[21]|this|System.QueueableContextImpl|true|false
01:13:37.0 (913083)|VARIABLE_ASSIGNMENT|[21]|this|{}|0x7bd2de41
01:13:37.0 (921114)|VARIABLE_SCOPE_BEGIN|[21]|jobId|Id|false|false
01:13:37.0 (1018151)|VARIABLE_ASSIGNMENT|[21]|jobId|"7072900000OOXXWAA5"
01:13:37.0 (3880852)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:13:37.0 (3895649)|METHOD_ENTRY|[1]|01p0a000004sKkq|CCPullReservationConcurQueuebleJob.CCPullReservationConcurQueuebleJob()
01:13:37.0 (3901367)|STATEMENT_EXECUTE|[1]
01:13:37.0 (3905921)|STATEMENT_EXECUTE|[1]
01:13:37.0 (3910024)|METHOD_EXIT|[1]|CCPullReservationConcurQueuebleJob
01:13:37.0 (3915479)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:13:37.0 (3919058)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:13:37.0 (3924506)|VARIABLE_SCOPE_BEGIN|[14]|this|CCPullReservationConcurQueuebleJob|true|false
01:13:37.0 (3957306)|VARIABLE_ASSIGNMENT|[14]|this|{"accessToken":"0_9mhtJyVdY5yNZmmL5U (8 more) ...","mapIdConcurTrip":"0x484e6bcb"}|0x25839455
01:13:37.0 (3964412)|VARIABLE_SCOPE_BEGIN|[14]|context|System.QueueableContext|true|false
01:13:37.0 (4022645)|VARIABLE_ASSIGNMENT|[14]|context|{"jobId":"7072900000OOXXWAA5"}|0x7bd2de41
01:13:37.0 (4034151)|STATEMENT_EXECUTE|[15]
01:13:37.0 (4035731)|STATEMENT_EXECUTE|[16]
01:13:37.0 (4645141)|HEAP_ALLOCATE|[16]|Bytes:99
01:13:37.0 (4654863)|HEAP_ALLOCATE|[16]|Bytes:11
01:13:37.0 (4662629)|METHOD_ENTRY|[1]|01p0a000004sKko|CCPullReservationConcurBatch.CCPullReservationConcurBatch()
01:13:37.0 (4667018)|STATEMENT_EXECUTE|[1]
01:13:37.0 (4669407)|STATEMENT_EXECUTE|[1]
01:13:37.0 (4673267)|METHOD_EXIT|[1]|CCPullReservationConcurBatch
01:13:37.0 (4686572)|HEAP_ALLOCATE|[16]|Bytes:32
01:13:37.0 (4717846)|CONSTRUCTOR_ENTRY|[16]|01p0a000004sKko|<init>(Map<String,Trip__c>,String)
