40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
01:36:53.0 (308964)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
01:36:53.0 (355732)|EXECUTION_STARTED
01:36:53.0 (360150)|CODE_UNIT_STARTED|[EXTERNAL]|FutureHandler - state load
01:36:53.0 (1816170)|CODE_UNIT_FINISHED|FutureHandler - state load
01:36:53.0 (2517358)|EXECUTION_FINISHED
01:36:53.22 (22324134)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
01:36:53.22 (22342014)|EXECUTION_STARTED
01:36:53.22 (22345762)|CODE_UNIT_STARTED|[EXTERNAL]|01p0a000004sKkr|CCPullTripFromConcurAndSF.pullTripFromConcurAndSFExecute
01:36:53.22 (22719682)|VARIABLE_SCOPE_BEGIN|[4]|CCPullTripFromConcurAndSF.accessToken|String|false|true
01:36:53.22 (22981506)|VARIABLE_SCOPE_BEGIN|[8]|CCPullTripFromConcurAndSF.lstApxlog|List<Apex_Debug_log__c>|true|true
01:36:53.22 (23106407)|HEAP_ALLOCATE|[72]|Bytes:3
01:36:53.22 (23145160)|HEAP_ALLOCATE|[77]|Bytes:152
01:36:53.22 (23157862)|HEAP_ALLOCATE|[342]|Bytes:408
01:36:53.22 (23171631)|HEAP_ALLOCATE|[355]|Bytes:408
01:36:53.22 (23191706)|HEAP_ALLOCATE|[467]|Bytes:48
01:36:53.22 (23220276)|HEAP_ALLOCATE|[139]|Bytes:6
01:36:53.22 (23235502)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
01:36:53.22 (23252298)|METHOD_ENTRY|[1]|01p0a000004sKkr|CCPullTripFromConcurAndSF.CCPullTripFromConcurAndSF()
01:36:53.22 (23261296)|STATEMENT_EXECUTE|[1]
01:36:53.22 (23267105)|STATEMENT_EXECUTE|[1]
01:36:53.22 (23268260)|STATEMENT_EXECUTE|[8]
01:36:53.22 (23291281)|HEAP_ALLOCATE|[8]|Bytes:4
01:36:53.22 (23388810)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:36:53.22 (23422487)|VARIABLE_ASSIGNMENT|[8]|CCPullTripFromConcurAndSF.lstApxlog|[]|0x1ac9596a
01:36:53.22 (23433043)|METHOD_EXIT|[1]|CCPullTripFromConcurAndSF
01:36:53.22 (23443056)|STATEMENT_EXECUTE|[12]
01:36:53.22 (23444535)|STATEMENT_EXECUTE|[14]
01:36:53.22 (24632995)|HEAP_ALLOCATE|[14]|Bytes:12
01:36:53.22 (24656877)|CONSTRUCTOR_ENTRY|[14]|01p29000000A138|<init>()
01:36:53.22 (24679698)|VARIABLE_SCOPE_BEGIN|[3]|this|CCPullTripFromConcurAndSFService.PullTripResponse|true|false
