37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
07:40:26.0 (292180)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
07:40:26.0 (330242)|EXECUTION_STARTED
07:40:26.0 (334193)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
07:40:26.0 (240118183)|SYSTEM_MODE_ENTER|true
07:40:26.0 (240449484)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
07:40:26.0 (240469905)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
07:40:26.0 (240600546)|HEAP_ALLOCATE|[72]|Bytes:3
07:40:26.0 (240634801)|HEAP_ALLOCATE|[77]|Bytes:152
07:40:26.0 (240645373)|HEAP_ALLOCATE|[342]|Bytes:408
07:40:26.0 (240654559)|HEAP_ALLOCATE|[355]|Bytes:408
07:40:26.0 (240663161)|HEAP_ALLOCATE|[467]|Bytes:48
07:40:26.0 (240686322)|HEAP_ALLOCATE|[139]|Bytes:6
07:40:26.0 (240698651)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
07:40:26.0 (240705127)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
07:40:26.0 (240708850)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
07:40:26.0 (240712761)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:40:26.0 (240739740)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
07:40:26.0 (240746521)|STATEMENT_EXECUTE|[1]
07:40:26.0 (240749390)|STATEMENT_EXECUTE|[1]
07:40:26.0 (240750267)|STATEMENT_EXECUTE|[3]
07:40:26.0 (244709573)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
07:40:26.0 (244726691)|HEAP_ALLOCATE|[3]|Bytes:1
07:40:26.0 (244732594)|HEAP_ALLOCATE|[3]|Bytes:1
07:40:26.0 (244757364)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
07:40:26.0 (244762413)|STATEMENT_EXECUTE|[1]
07:40:26.0 (244765352)|STATEMENT_EXECUTE|[1]
07:40:26.0 (244792273)|HEAP_ALLOCATE|[50]|Bytes:5
07:40:26.0 (244814933)|HEAP_ALLOCATE|[56]|Bytes:5
07:40:26.0 (244823057)|HEAP_ALLOCATE|[64]|Bytes:7
07:40:26.0 (245154078)|SYSTEM_MODE_ENTER|false
07:40:26.0 (245169854)|HEAP_ALLOCATE|[3]|Bytes:5
07:40:26.0 (245177631)|SYSTEM_MODE_EXIT|false
07:40:26.0 (245186413)|METHOD_EXIT|[1]|PAW_YearEnd_Config
07:40:26.0 (245202443)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
07:40:26.0 (245237520)|SYSTEM_MODE_ENTER|false
07:40:26.0 (245242624)|HEAP_ALLOCATE|[6]|Bytes:5
07:40:26.0 (245246277)|STATEMENT_EXECUTE|[5]
07:40:26.0 (245251450)|STATEMENT_EXECUTE|[7]
07:40:26.0 (246005082)|HEAP_ALLOCATE|[7]|Bytes:20
07:40:26.0 (246051965)|VARIABLE_ASSIGNMENT|[7]|PAW_YearEnd_Config.setting|{"IsDeleted":false,"Name":"Year End PAW Setting (11 more) ...","SetupOwnerId":"00529000000zYiyAAE","Year_End_Mode_Enable (4 more) ...":false}|0x31f76da7
07:40:26.0 (246059909)|STATEMENT_EXECUTE|[9]
07:40:26.0 (246063212)|HEAP_ALLOCATE|[9]|Bytes:14
07:40:26.0 (246194178)|HEAP_ALLOCATE|[9]|Bytes:145
07:40:26.0 (246215987)|HEAP_ALLOCATE|[9]|Bytes:159
07:40:26.0 (246238364)|USER_DEBUG|[9]|DEBUG|>>> setting : Year_End_PAW_Settings__c:{IsDeleted=false, Name=Year End PAW Settings (Profile), SetupOwnerId=00529000000zYiyAAE, Year_End_Mode_Enabled__c=false}
07:40:26.0 (246246268)|STATEMENT_EXECUTE|[10]
07:40:26.0 (246251473)|SYSTEM_MODE_EXIT|false
07:40:26.0 (246259054)|METHOD_EXIT|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
07:40:26.0 (246293103)|VARIABLE_ASSIGNMENT|[3]|PAW_New_EditCntrllr.yearEndMode|false
07:40:26.0 (246298033)|STATEMENT_EXECUTE|[523]
07:40:26.0 (246303572)|METHOD_EXIT|[1]|PAW_New_EditCntrllr
07:40:26.0 (266658785)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:112
