37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
08:36:40.0 (295974)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
08:36:40.0 (329337)|EXECUTION_STARTED
08:36:40.0 (332590)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
08:36:40.0 (865513)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660a0000009uTC
08:36:40.0 (9757851)|HEAP_ALLOCATE|[72]|Bytes:3
08:36:40.0 (9796184)|HEAP_ALLOCATE|[77]|Bytes:152
08:36:40.0 (9809091)|HEAP_ALLOCATE|[342]|Bytes:408
08:36:40.0 (9820613)|HEAP_ALLOCATE|[355]|Bytes:408
08:36:40.0 (9832679)|HEAP_ALLOCATE|[467]|Bytes:48
08:36:40.0 (9860558)|HEAP_ALLOCATE|[139]|Bytes:6
08:36:40.0 (9884080)|HEAP_ALLOCATE|[50]|Bytes:5
08:36:40.0 (9903638)|HEAP_ALLOCATE|[56]|Bytes:5
08:36:40.0 (9910798)|HEAP_ALLOCATE|[64]|Bytes:7
08:36:40.0 (14169759)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
08:36:40.0 (14185138)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
08:36:40.0 (19331722)|VF_DESERIALIZE_VIEWSTATE_END
08:36:40.20 (20424031)|SYSTEM_MODE_ENTER|true
08:36:40.20 (20499704)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
08:36:40.20 (20509885)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
08:36:40.20 (20525128)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
08:36:40.20 (20530528)|STATEMENT_EXECUTE|[1]
08:36:40.21 (21332592)|SYSTEM_MODE_ENTER|true
08:36:40.21 (21384183)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
08:36:40.21 (21391983)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
08:36:40.21 (21483007)|VARIABLE_ASSIGNMENT|[88]|this|{}|0xcec7da3
08:36:40.21 (21490499)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
08:36:40.21 (21499169)|VARIABLE_ASSIGNMENT|[88]|escape|null
08:36:40.0 (21752955)|SYSTEM_MODE_ENTER|true
08:36:40.0 (21779762)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
08:36:40.0 (21790970)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
08:36:40.0 (21795313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
08:36:40.0 (21799051)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
08:36:40.0 (21808907)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
08:36:40.0 (21814076)|STATEMENT_EXECUTE|[1]
08:36:40.0 (21817376)|STATEMENT_EXECUTE|[1]
08:36:40.0 (21818493)|STATEMENT_EXECUTE|[3]
08:36:40.0 (23243578)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
08:36:40.0 (23263697)|HEAP_ALLOCATE|[3]|Bytes:1
08:36:40.0 (23274944)|HEAP_ALLOCATE|[3]|Bytes:1
08:36:40.0 (23288346)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
08:36:40.0 (23293645)|STATEMENT_EXECUTE|[1]
08:36:40.0 (23296953)|STATEMENT_EXECUTE|[1]
08:36:40.0 (23314911)|SYSTEM_MODE_ENTER|false
08:36:40.0 (23322179)|HEAP_ALLOCATE|[3]|Bytes:5
08:36:40.0 (23328645)|SYSTEM_MODE_EXIT|false
08:36:40.0 (23336044)|METHOD_EXIT|[1]|PAW_YearEnd_Config
08:36:40.0 (23353543)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:36:40.0 (23386376)|SYSTEM_MODE_ENTER|false
08:36:40.0 (23392427)|HEAP_ALLOCATE|[6]|Bytes:5
08:36:40.0 (23396793)|STATEMENT_EXECUTE|[5]
08:36:40.0 (23400852)|STATEMENT_EXECUTE|[7]
08:36:40.0 (24559445)|HEAP_ALLOCATE|[7]|Bytes:20
08:36:40.0 (24611064)|VARIABLE_ASSIGNMENT|[7]|PAW_YearEnd_Config.setting|{"IsDeleted":false,"Name":"Year End PAW Setting (11 more) ...","SetupOwnerId":"00529000000zYiyAAE","Year_End_Mode_Enable (4 more) ...":false}|0x44b4e5de
08:36:40.0 (24619257)|STATEMENT_EXECUTE|[9]
08:36:40.0 (24622659)|HEAP_ALLOCATE|[9]|Bytes:14
08:36:40.0 (24774358)|HEAP_ALLOCATE|[9]|Bytes:145
08:36:40.0 (24800614)|HEAP_ALLOCATE|[9]|Bytes:159
08:36:40.0 (24822770)|USER_DEBUG|[9]|DEBUG|>>> setting : Year_End_PAW_Settings__c:{IsDeleted=false, Name=Year End PAW Settings (Profile), SetupOwnerId=00529000000zYiyAAE, Year_End_Mode_Enabled__c=false}
08:36:40.0 (24832743)|STATEMENT_EXECUTE|[10]
08:36:40.0 (24838733)|SYSTEM_MODE_EXIT|false
08:36:40.0 (24847096)|METHOD_EXIT|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:36:40.0 (24888436)|VARIABLE_ASSIGNMENT|[3]|PAW_New_EditCntrllr.yearEndMode|false
08:36:40.0 (24893808)|STATEMENT_EXECUTE|[524]
08:36:40.0 (24899857)|METHOD_EXIT|[1]|PAW_New_EditCntrllr
08:36:40.0 (26312979)|SYSTEM_MODE_ENTER|true
08:36:40.0 (28055423)|SYSTEM_MODE_ENTER|true
08:36:40.0 (28124348)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:476
