37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
08:38:14.0 (48956)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
08:38:14.0 (84412)|EXECUTION_STARTED
08:38:14.0 (87606)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
08:38:14.0 (12843433)|SYSTEM_MODE_ENTER|true
08:38:14.0 (13121934)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
08:38:14.0 (13141949)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
08:38:14.0 (13274892)|HEAP_ALLOCATE|[72]|Bytes:3
08:38:14.0 (13308848)|HEAP_ALLOCATE|[77]|Bytes:152
08:38:14.0 (13320144)|HEAP_ALLOCATE|[342]|Bytes:408
08:38:14.0 (13334208)|HEAP_ALLOCATE|[355]|Bytes:408
08:38:14.0 (13346866)|HEAP_ALLOCATE|[467]|Bytes:48
08:38:14.0 (13374395)|HEAP_ALLOCATE|[139]|Bytes:6
08:38:14.0 (13388148)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
08:38:14.0 (13395116)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
08:38:14.0 (13399024)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
08:38:14.0 (13402598)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
08:38:14.0 (13412859)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
08:38:14.0 (13419032)|STATEMENT_EXECUTE|[1]
08:38:14.0 (13423548)|STATEMENT_EXECUTE|[1]
08:38:14.0 (13424719)|STATEMENT_EXECUTE|[3]
08:38:14.0 (14798425)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
08:38:14.0 (14815279)|HEAP_ALLOCATE|[3]|Bytes:1
08:38:14.0 (14821236)|HEAP_ALLOCATE|[3]|Bytes:1
08:38:14.0 (14845538)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
08:38:14.0 (14850291)|STATEMENT_EXECUTE|[1]
08:38:14.0 (14853508)|STATEMENT_EXECUTE|[1]
08:38:14.0 (14879391)|HEAP_ALLOCATE|[50]|Bytes:5
08:38:14.0 (14904215)|HEAP_ALLOCATE|[56]|Bytes:5
08:38:14.0 (14912026)|HEAP_ALLOCATE|[64]|Bytes:7
08:38:14.0 (14933565)|SYSTEM_MODE_ENTER|false
08:38:14.0 (14943011)|HEAP_ALLOCATE|[3]|Bytes:5
08:38:14.0 (14948429)|SYSTEM_MODE_EXIT|false
08:38:14.0 (14954931)|METHOD_EXIT|[1]|PAW_YearEnd_Config
08:38:14.0 (14970130)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:38:14.0 (15002878)|SYSTEM_MODE_ENTER|false
08:38:14.0 (15008985)|HEAP_ALLOCATE|[6]|Bytes:5
08:38:14.0 (15012938)|STATEMENT_EXECUTE|[5]
08:38:14.0 (15016966)|STATEMENT_EXECUTE|[7]
08:38:14.0 (16156008)|HEAP_ALLOCATE|[7]|Bytes:20
08:38:14.0 (16209631)|VARIABLE_ASSIGNMENT|[7]|PAW_YearEnd_Config.setting|{"IsDeleted":false,"Name":"Year End PAW Setting (11 more) ...","SetupOwnerId":"00529000000zYiyAAE","Year_End_Mode_Enable (4 more) ...":false}|0x41f42c37
08:38:14.0 (16217668)|STATEMENT_EXECUTE|[9]
08:38:14.0 (16220615)|HEAP_ALLOCATE|[9]|Bytes:14
08:38:14.0 (16362415)|HEAP_ALLOCATE|[9]|Bytes:145
08:38:14.0 (16390901)|HEAP_ALLOCATE|[9]|Bytes:159
