40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
02:56:46.0 (411237)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
02:56:46.0 (478401)|EXECUTION_STARTED
02:56:46.0 (483790)|CODE_UNIT_STARTED|[EXTERNAL]|01p0a000004sKks|CCPullTripFromConcurAndSFTest.pullTripFromConcurAndSFExecuteTest
02:56:46.0 (592309)|VARIABLE_SCOPE_BEGIN|[4]|CCPullTripFromConcurAndSFTest.oppID|String|false|true
02:56:46.0 (735424)|HEAP_ALLOCATE|[72]|Bytes:3
02:56:46.0 (768367)|HEAP_ALLOCATE|[77]|Bytes:152
02:56:46.0 (784631)|HEAP_ALLOCATE|[342]|Bytes:408
02:56:46.0 (802322)|HEAP_ALLOCATE|[355]|Bytes:408
02:56:46.0 (818425)|HEAP_ALLOCATE|[467]|Bytes:48
02:56:46.0 (845795)|HEAP_ALLOCATE|[139]|Bytes:6
02:56:46.0 (859318)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:325
02:56:46.0 (877359)|METHOD_ENTRY|[2]|01p0a000004sKks|CCPullTripFromConcurAndSFTest.CCPullTripFromConcurAndSFTest()
02:56:46.0 (885492)|STATEMENT_EXECUTE|[2]
02:56:46.0 (892520)|STATEMENT_EXECUTE|[2]
02:56:46.0 (896541)|METHOD_EXIT|[2]|CCPullTripFromConcurAndSFTest
02:56:46.0 (1058827)|HEAP_ALLOCATE|[50]|Bytes:5
02:56:46.0 (1081953)|HEAP_ALLOCATE|[56]|Bytes:5
02:56:46.0 (1089447)|HEAP_ALLOCATE|[64]|Bytes:7
02:56:46.0 (1128735)|STATEMENT_EXECUTE|[6]
02:56:46.0 (1130598)|STATEMENT_EXECUTE|[9]
02:56:46.0 (1177813)|HEAP_ALLOCATE|[9]|Bytes:4
02:56:46.0 (1256537)|HEAP_ALLOCATE|[9]|Bytes:8
02:56:46.0 (1312504)|VARIABLE_ASSIGNMENT|[9]|this.Name|"testCode"|0x54fd589c
02:56:46.0 (1338733)|VARIABLE_ASSIGNMENT|[9]|this.Inactive__c|false|0x54fd589c
02:56:46.0 (1363641)|VARIABLE_SCOPE_BEGIN|[9]|callinCodeObj|Call_in_Code__c|true|false
02:56:46.0 (1387102)|VARIABLE_ASSIGNMENT|[9]|callinCodeObj|{"Name":"testCode","Inactive__c":false}|0x54fd589c
02:56:46.0 (1392657)|STATEMENT_EXECUTE|[10]
02:56:46.0 (1433678)|HEAP_ALLOCATE|[10]|Bytes:8
02:56:46.0 (1452508)|DML_BEGIN|[10]|Op:Insert|Type:Call_in_Code__c|Rows:1
02:56:46.0 (1483287)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
02:56:46.0 (26220328)|DML_END|[10]
02:56:46.0 (26248401)|STATEMENT_EXECUTE|[12]
02:56:46.0 (26288276)|HEAP_ALLOCATE|[12]|Bytes:4
02:56:46.0 (26371342)|HEAP_ALLOCATE|[12]|Bytes:5
02:56:46.0 (26415666)|VARIABLE_ASSIGNMENT|[12]|this.Name|"test1"|0x5a2d7690
02:56:46.0 (26423395)|HEAP_ALLOCATE|[12]|Bytes:4
02:56:46.0 (26439273)|VARIABLE_ASSIGNMENT|[12]|this.StageName|"Open"|0x5a2d7690
02:56:46.0 (26502063)|HEAP_ALLOCATE|[12]|Bytes:4
02:56:46.0 (26537652)|HEAP_ALLOCATE|[12]|Bytes:4
02:56:46.0 (26583306)|VARIABLE_ASSIGNMENT|[12]|this.CloseDate|"2018-02-07T00:00:00.000Z"|0x5a2d7690
02:56:46.0 (26633898)|VARIABLE_ASSIGNMENT|[12]|this.Call_in_Code__c|"a0s29000000VUEkAAO"|0x5a2d7690
02:56:46.0 (26664672)|VARIABLE_SCOPE_BEGIN|[12]|opp|Opportunity|true|false
02:56:46.0 (26689858)|VARIABLE_ASSIGNMENT|[12]|opp|{"Name":"test1","StageName":"Open","CloseDate":"2018-02-07T00:00:00.000Z","Call_in_Code__c":"a0s29000000VUEkAAO"}|0x5a2d7690
02:56:46.0 (26697205)|STATEMENT_EXECUTE|[13]
02:56:46.0 (26714150)|HEAP_ALLOCATE|[13]|Bytes:8
02:56:46.0 (26723288)|DML_BEGIN|[13]|Op:Insert|Type:Opportunity|Rows:1
02:56:46.0 (26751495)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
