37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
07:14:27.0 (293288)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
07:14:27.0 (328252)|EXECUTION_STARTED
07:14:27.0 (331999)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
07:14:27.0 (233142340)|SYSTEM_MODE_ENTER|true
07:14:27.0 (233618511)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
07:14:27.0 (233639780)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
07:14:27.0 (233786435)|HEAP_ALLOCATE|[72]|Bytes:3
07:14:27.0 (233827260)|HEAP_ALLOCATE|[77]|Bytes:152
07:14:27.0 (233840252)|HEAP_ALLOCATE|[342]|Bytes:408
07:14:27.0 (233853763)|HEAP_ALLOCATE|[355]|Bytes:408
07:14:27.0 (233866513)|HEAP_ALLOCATE|[467]|Bytes:48
07:14:27.0 (233895967)|HEAP_ALLOCATE|[139]|Bytes:6
07:14:27.0 (233909443)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
07:14:27.0 (233915955)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
07:14:27.0 (233920180)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
07:14:27.0 (233923921)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
07:14:27.0 (233952700)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
07:14:27.0 (233960020)|STATEMENT_EXECUTE|[1]
07:14:27.0 (233964869)|STATEMENT_EXECUTE|[1]
07:14:27.0 (233965988)|STATEMENT_EXECUTE|[3]
07:14:27.0 (237879435)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
07:14:27.0 (237899704)|HEAP_ALLOCATE|[3]|Bytes:1
07:14:27.0 (237905967)|HEAP_ALLOCATE|[3]|Bytes:1
07:14:27.0 (237933063)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
07:14:27.0 (237939230)|STATEMENT_EXECUTE|[1]
07:14:27.0 (237942980)|STATEMENT_EXECUTE|[1]
07:14:27.0 (237971931)|HEAP_ALLOCATE|[50]|Bytes:5
07:14:27.0 (237995332)|HEAP_ALLOCATE|[56]|Bytes:5
07:14:27.0 (238002113)|HEAP_ALLOCATE|[64]|Bytes:7
07:14:27.0 (238328493)|SYSTEM_MODE_ENTER|false
07:14:27.0 (238344827)|HEAP_ALLOCATE|[3]|Bytes:5
07:14:27.0 (238353066)|SYSTEM_MODE_EXIT|false
07:14:27.0 (238362418)|METHOD_EXIT|[1]|PAW_YearEnd_Config
07:14:27.0 (238381728)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
07:14:27.0 (238422322)|SYSTEM_MODE_ENTER|false
07:14:27.0 (238427893)|HEAP_ALLOCATE|[6]|Bytes:5
07:14:27.0 (238431733)|STATEMENT_EXECUTE|[5]
07:14:27.0 (238440748)|STATEMENT_EXECUTE|[7]
07:14:27.0 (239911764)|HEAP_ALLOCATE|[7]|Bytes:20
07:14:27.0 (239966431)|VARIABLE_ASSIGNMENT|[7]|PAW_YearEnd_Config.setting|{"IsDeleted":false,"Name":"Year End PAW Setting (11 more) ...","SetupOwnerId":"00529000000zYiyAAE","Year_End_Mode_Enable (4 more) ...":false}|0x21d80e06
07:14:27.0 (239974934)|STATEMENT_EXECUTE|[9]
07:14:27.0 (239977922)|HEAP_ALLOCATE|[9]|Bytes:14
07:14:27.0 (240132716)|HEAP_ALLOCATE|[9]|Bytes:145
07:14:27.0 (240156506)|HEAP_ALLOCATE|[9]|Bytes:159
07:14:27.0 (240179325)|USER_DEBUG|[9]|DEBUG|>>> setting : Year_End_PAW_Settings__c:{IsDeleted=false, Name=Year End PAW Settings (Profile), SetupOwnerId=00529000000zYiyAAE, Year_End_Mode_Enabled__c=false}
07:14:27.0 (240187384)|STATEMENT_EXECUTE|[10]
07:14:27.0 (240192668)|SYSTEM_MODE_EXIT|false
07:14:27.0 (240201229)|METHOD_EXIT|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
07:14:27.0 (240239497)|VARIABLE_ASSIGNMENT|[3]|PAW_New_EditCntrllr.yearEndMode|false
07:14:27.0 (240244953)|STATEMENT_EXECUTE|[522]
07:14:27.0 (240250363)|METHOD_EXIT|[1]|PAW_New_EditCntrllr
07:14:27.0 (258088605)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:112
07:14:27.0 (258179961)|VARIABLE_SCOPE_BEGIN|[41]|this|PAW_New_EditCntrllr|true|false
07:14:27.0 (258288983)|VARIABLE_ASSIGNMENT|[41]|this|{}|0x5220bcb2
07:14:27.0 (258310463)|STATEMENT_EXECUTE|[1]
07:14:27.0 (258312693)|STATEMENT_EXECUTE|[7]
07:14:27.0 (258314103)|STATEMENT_EXECUTE|[8]
07:14:27.0 (258315367)|STATEMENT_EXECUTE|[9]
07:14:27.0 (258316544)|STATEMENT_EXECUTE|[10]
07:14:27.0 (258317915)|STATEMENT_EXECUTE|[11]
07:14:27.0 (258345216)|VARIABLE_ASSIGNMENT|[11]|this.oppId|""|0x5220bcb2
07:14:27.0 (258350648)|STATEMENT_EXECUTE|[12]
07:14:27.0 (258351774)|STATEMENT_EXECUTE|[13]
07:14:27.0 (258352589)|STATEMENT_EXECUTE|[14]
07:14:27.0 (258353358)|STATEMENT_EXECUTE|[15]
07:14:27.0 (258354138)|STATEMENT_EXECUTE|[16]
07:14:27.0 (258354949)|STATEMENT_EXECUTE|[18]
07:14:27.0 (258355733)|STATEMENT_EXECUTE|[19]
07:14:27.0 (258356503)|STATEMENT_EXECUTE|[20]
07:14:27.0 (258357273)|STATEMENT_EXECUTE|[21]
07:14:27.0 (258358051)|STATEMENT_EXECUTE|[22]
07:14:27.0 (258358841)|STATEMENT_EXECUTE|[23]
07:14:27.0 (258359633)|STATEMENT_EXECUTE|[24]
07:14:27.0 (258360436)|STATEMENT_EXECUTE|[25]
