37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
03:09:22.0 (32885)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
03:09:22.0 (62493)|EXECUTION_STARTED
03:09:22.0 (65838)|CODE_UNIT_STARTED|[EXTERNAL]|066j0000002vLO5|VFRemote: CreateOpportunityExt invoke(getSearchResult)
03:09:22.0 (82064)|SYSTEM_MODE_ENTER|true
03:09:22.0 (952105)|VARIABLE_SCOPE_BEGIN|[4]|CreateOpportunityExt.IOP_RECORDTYPE|String|false|true
03:09:22.0 (966513)|VARIABLE_SCOPE_BEGIN|[3109]|CreateOpportunityExt.SOBER_ANSWER_YES|String|false|true
03:09:22.0 (976585)|VARIABLE_SCOPE_BEGIN|[99]|CreateOpportunityExt.opportunityId|Id|false|true
03:09:22.0 (1250507)|HEAP_ALLOCATE|[72]|Bytes:3
03:09:22.0 (1283968)|HEAP_ALLOCATE|[77]|Bytes:152
03:09:22.0 (1295509)|HEAP_ALLOCATE|[342]|Bytes:408
03:09:22.0 (1309069)|HEAP_ALLOCATE|[355]|Bytes:408
03:09:22.0 (1319630)|HEAP_ALLOCATE|[467]|Bytes:48
03:09:22.0 (1342276)|HEAP_ALLOCATE|[139]|Bytes:6
03:09:22.0 (1351836)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:407
03:09:22.0 (1360861)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1568
03:09:22.0 (1366154)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:747
03:09:22.0 (1370997)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:54
03:09:22.0 (1375474)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
03:09:22.0 (1395146)|VARIABLE_ASSIGNMENT|[EXTERNAL]|CreateOpportunityExt.IOP_RECORDTYPE|"IOP"
03:09:22.0 (1400407)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
