37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
07:48:32.0 (282137)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
07:48:32.0 (311986)|EXECUTION_STARTED
07:48:32.0 (316144)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
07:48:32.0 (721842)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660a0000009uTC
07:48:32.0 (4842489)|HEAP_ALLOCATE|[72]|Bytes:3
07:48:32.0 (4887963)|HEAP_ALLOCATE|[77]|Bytes:152
07:48:32.0 (4904538)|HEAP_ALLOCATE|[342]|Bytes:408
07:48:32.0 (4919000)|HEAP_ALLOCATE|[355]|Bytes:408
07:48:32.0 (4931542)|HEAP_ALLOCATE|[467]|Bytes:48
07:48:32.0 (4962125)|HEAP_ALLOCATE|[139]|Bytes:6
07:48:32.0 (4985919)|HEAP_ALLOCATE|[50]|Bytes:5
07:48:32.0 (5006606)|HEAP_ALLOCATE|[56]|Bytes:5
07:48:32.0 (5036973)|HEAP_ALLOCATE|[64]|Bytes:7
07:48:32.0 (7701521)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
07:48:32.0 (7714981)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
07:48:32.0 (12003398)|VF_DESERIALIZE_VIEWSTATE_END
07:48:32.12 (12881115)|SYSTEM_MODE_ENTER|true
07:48:32.12 (12944919)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
07:48:32.12 (12952692)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
07:48:32.12 (12962521)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
07:48:32.12 (12967625)|STATEMENT_EXECUTE|[1]
07:48:32.13 (13720572)|SYSTEM_MODE_ENTER|true
07:48:32.13 (13765762)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
07:48:32.13 (13773003)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
07:48:32.13 (13808037)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x2613de41
07:48:32.13 (13813933)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
07:48:32.13 (13821749)|VARIABLE_ASSIGNMENT|[88]|escape|null
07:48:32.0 (13997049)|SYSTEM_MODE_ENTER|true
07:48:32.0 (14026707)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
07:48:32.0 (14036610)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
07:48:32.0 (14041013)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
07:48:32.0 (14044315)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
07:48:32.0 (14055698)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
07:48:32.0 (14060251)|STATEMENT_EXECUTE|[1]
07:48:32.0 (14064089)|STATEMENT_EXECUTE|[1]
07:48:32.0 (14065182)|STATEMENT_EXECUTE|[3]
07:48:32.0 (14547340)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
07:48:32.0 (14562756)|HEAP_ALLOCATE|[3]|Bytes:1
07:48:32.0 (14568972)|HEAP_ALLOCATE|[3]|Bytes:1
07:48:32.0 (14607384)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
07:48:32.0 (14612690)|STATEMENT_EXECUTE|[1]
07:48:32.0 (14615533)|STATEMENT_EXECUTE|[1]
07:48:32.0 (14630288)|SYSTEM_MODE_ENTER|false
07:48:32.0 (14637348)|HEAP_ALLOCATE|[3]|Bytes:5
07:48:32.0 (14644633)|SYSTEM_MODE_EXIT|false
07:48:32.0 (14652516)|METHOD_EXIT|[1]|PAW_YearEnd_Config
07:48:32.0 (14662682)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
07:48:32.0 (14687356)|SYSTEM_MODE_ENTER|false
