37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
08:20:40.0 (268764)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
08:20:40.0 (303417)|EXECUTION_STARTED
08:20:40.0 (307086)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
08:20:40.0 (1845464)|SYSTEM_MODE_ENTER|true
08:20:40.0 (2060752)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
08:20:40.0 (2074521)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
08:20:40.0 (2242715)|HEAP_ALLOCATE|[72]|Bytes:3
08:20:40.0 (2282924)|HEAP_ALLOCATE|[77]|Bytes:152
08:20:40.0 (2298354)|HEAP_ALLOCATE|[342]|Bytes:408
08:20:40.0 (2313134)|HEAP_ALLOCATE|[355]|Bytes:408
08:20:40.0 (2325841)|HEAP_ALLOCATE|[467]|Bytes:48
08:20:40.0 (2355306)|HEAP_ALLOCATE|[139]|Bytes:6
08:20:40.0 (2371367)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
08:20:40.0 (2378292)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
08:20:40.0 (2382435)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
08:20:40.0 (2386228)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
08:20:40.0 (2402391)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
08:20:40.0 (2408178)|STATEMENT_EXECUTE|[1]
08:20:40.0 (2413904)|STATEMENT_EXECUTE|[1]
08:20:40.0 (2415265)|STATEMENT_EXECUTE|[3]
08:20:40.0 (5125014)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
08:20:40.0 (5144578)|HEAP_ALLOCATE|[3]|Bytes:1
08:20:40.0 (5152091)|HEAP_ALLOCATE|[3]|Bytes:1
08:20:40.0 (5227984)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
08:20:40.0 (5233678)|STATEMENT_EXECUTE|[1]
08:20:40.0 (5237018)|STATEMENT_EXECUTE|[1]
08:20:40.0 (5266384)|HEAP_ALLOCATE|[50]|Bytes:5
08:20:40.0 (5290097)|HEAP_ALLOCATE|[56]|Bytes:5
08:20:40.0 (5297771)|HEAP_ALLOCATE|[64]|Bytes:7
08:20:40.0 (5643319)|SYSTEM_MODE_ENTER|false
08:20:40.0 (5659835)|HEAP_ALLOCATE|[3]|Bytes:5
08:20:40.0 (5668449)|SYSTEM_MODE_EXIT|false
08:20:40.0 (5677995)|METHOD_EXIT|[1]|PAW_YearEnd_Config
08:20:40.0 (5690856)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:20:40.0 (5724829)|SYSTEM_MODE_ENTER|false
08:20:40.0 (5730223)|HEAP_ALLOCATE|[6]|Bytes:5
08:20:40.0 (5734568)|STATEMENT_EXECUTE|[5]
08:20:40.0 (5738985)|STATEMENT_EXECUTE|[7]
08:20:40.0 (7215517)|HEAP_ALLOCATE|[7]|Bytes:20
