37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
03:09:44.0 (68659)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
03:09:44.0 (110264)|EXECUTION_STARTED
03:09:44.0 (119547)|CODE_UNIT_STARTED|[EXTERNAL]|066j0000002vLO5|VF: /apex/CreateOpportunity
03:09:44.0 (640183)|VF_DESERIALIZE_VIEWSTATE_BEGIN|066j0000002vLO5
03:09:44.0 (10808379)|HEAP_ALLOCATE|[72]|Bytes:3
03:09:44.0 (10849946)|HEAP_ALLOCATE|[77]|Bytes:152
03:09:44.0 (10864333)|HEAP_ALLOCATE|[342]|Bytes:408
03:09:44.0 (10880384)|HEAP_ALLOCATE|[355]|Bytes:408
03:09:44.0 (10894562)|HEAP_ALLOCATE|[467]|Bytes:48
03:09:44.0 (10921023)|HEAP_ALLOCATE|[139]|Bytes:6
03:09:44.0 (10942619)|HEAP_ALLOCATE|[50]|Bytes:5
03:09:44.0 (10959718)|HEAP_ALLOCATE|[56]|Bytes:5
03:09:44.0 (10967104)|HEAP_ALLOCATE|[64]|Bytes:7
03:09:44.0 (15288636)|VARIABLE_SCOPE_BEGIN|[4]|CreateOpportunityExt.IOP_RECORDTYPE|String|false|true
03:09:44.0 (15305668)|VARIABLE_SCOPE_BEGIN|[3109]|CreateOpportunityExt.SOBER_ANSWER_YES|String|false|true
03:09:44.0 (15313226)|VARIABLE_SCOPE_BEGIN|[99]|CreateOpportunityExt.opportunityId|Id|false|true
03:09:44.0 (42079946)|VF_DESERIALIZE_VIEWSTATE_END
03:09:44.0 (63947043)|SYSTEM_MODE_ENTER|true
03:09:44.0 (63995979)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:407
03:09:44.0 (64026548)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1568
03:09:44.0 (64033813)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:747
03:09:44.0 (64039601)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:54
03:09:44.0 (64044598)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
03:09:44.0 (64076801)|VARIABLE_ASSIGNMENT|[EXTERNAL]|CreateOpportunityExt.IOP_RECORDTYPE|"IOP"
03:09:44.0 (64083252)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
03:09:44.0 (64092923)|VARIABLE_ASSIGNMENT|[EXTERNAL]|CreateOpportunityExt.SOBER_ANSWER_YES|"Yes"
03:09:44.0 (64109869)|METHOD_ENTRY|[1]|01pj0000004Sbv3|CreateOpportunityExt.CreateOpportunityExt()
03:09:44.0 (64114487)|STATEMENT_EXECUTE|[1]
03:09:44.0 (64122268)|STATEMENT_EXECUTE|[1]
03:09:44.0 (64123714)|STATEMENT_EXECUTE|[1044]
03:09:44.0 (64125057)|STATEMENT_EXECUTE|[1052]
03:09:44.0 (64126196)|STATEMENT_EXECUTE|[1799]
03:09:44.0 (64127249)|STATEMENT_EXECUTE|[1869]
03:09:44.0 (64128692)|STATEMENT_EXECUTE|[1910]
03:09:44.0 (64129900)|STATEMENT_EXECUTE|[1952]
03:09:44.0 (64130933)|STATEMENT_EXECUTE|[1993]
03:09:44.0 (64132004)|STATEMENT_EXECUTE|[2038]
