37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
08:38:48.0 (65709)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
08:38:48.0 (102459)|EXECUTION_STARTED
08:38:48.0 (105564)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
08:38:48.0 (9847190)|SYSTEM_MODE_ENTER|true
08:38:48.0 (10161309)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
08:38:48.0 (10173516)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
08:38:48.0 (10321940)|HEAP_ALLOCATE|[72]|Bytes:3
08:38:48.0 (10363648)|HEAP_ALLOCATE|[77]|Bytes:152
08:38:48.0 (10378020)|HEAP_ALLOCATE|[342]|Bytes:408
08:38:48.0 (10390242)|HEAP_ALLOCATE|[355]|Bytes:408
08:38:48.0 (10401617)|HEAP_ALLOCATE|[467]|Bytes:48
08:38:48.0 (10429301)|HEAP_ALLOCATE|[139]|Bytes:6
08:38:48.0 (10444076)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
08:38:48.0 (10452975)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
08:38:48.0 (10457636)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
08:38:48.0 (10461638)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
08:38:48.0 (10481581)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
08:38:48.0 (10487328)|STATEMENT_EXECUTE|[1]
08:38:48.0 (10491770)|STATEMENT_EXECUTE|[1]
08:38:48.0 (10493171)|STATEMENT_EXECUTE|[3]
08:38:48.0 (10571715)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
08:38:48.0 (10585502)|HEAP_ALLOCATE|[3]|Bytes:1
08:38:48.0 (10590614)|HEAP_ALLOCATE|[3]|Bytes:1
08:38:48.0 (10917552)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
08:38:48.0 (10924191)|STATEMENT_EXECUTE|[1]
08:38:48.0 (10927188)|STATEMENT_EXECUTE|[1]
08:38:48.0 (10958137)|HEAP_ALLOCATE|[50]|Bytes:5
08:38:48.0 (10982453)|HEAP_ALLOCATE|[56]|Bytes:5
08:38:48.0 (10990301)|HEAP_ALLOCATE|[64]|Bytes:7
08:38:48.0 (11018945)|SYSTEM_MODE_ENTER|false
08:38:48.0 (11035573)|HEAP_ALLOCATE|[3]|Bytes:5
08:38:48.0 (11043742)|SYSTEM_MODE_EXIT|false
08:38:48.0 (11051686)|METHOD_EXIT|[1]|PAW_YearEnd_Config
08:38:48.0 (11064272)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:38:48.0 (11096317)|SYSTEM_MODE_ENTER|false
08:38:48.0 (11101802)|HEAP_ALLOCATE|[6]|Bytes:5
08:38:48.0 (11106114)|STATEMENT_EXECUTE|[5]
08:38:48.0 (11110971)|STATEMENT_EXECUTE|[7]
08:38:48.0 (11994670)|HEAP_ALLOCATE|[7]|Bytes:20
08:38:48.0 (12057133)|VARIABLE_ASSIGNMENT|[7]|PAW_YearEnd_Config.setting|{"IsDeleted":false,"Name":"Year End PAW Setting (11 more) ...","SetupOwnerId":"00529000000zYiyAAE","Year_End_Mode_Enable (4 more) ...":false}|0x34f34f27
08:38:48.0 (12067178)|STATEMENT_EXECUTE|[9]
08:38:48.0 (12070332)|HEAP_ALLOCATE|[9]|Bytes:14
08:38:48.0 (12224414)|HEAP_ALLOCATE|[9]|Bytes:145
08:38:48.0 (12249514)|HEAP_ALLOCATE|[9]|Bytes:159
08:38:48.0 (12273398)|USER_DEBUG|[9]|DEBUG|>>> setting : Year_End_PAW_Settings__c:{IsDeleted=false, Name=Year End PAW Settings (Profile), SetupOwnerId=00529000000zYiyAAE, Year_End_Mode_Enabled__c=false}
08:38:48.0 (12282588)|STATEMENT_EXECUTE|[10]
08:38:48.0 (12287819)|SYSTEM_MODE_EXIT|false
08:38:48.0 (12295471)|METHOD_EXIT|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:38:48.0 (12335358)|VARIABLE_ASSIGNMENT|[3]|PAW_New_EditCntrllr.yearEndMode|false
08:38:48.0 (12340332)|STATEMENT_EXECUTE|[524]
08:38:48.0 (12346475)|METHOD_EXIT|[1]|PAW_New_EditCntrllr
08:38:48.0 (12353911)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:112
08:38:48.0 (12363290)|VARIABLE_SCOPE_BEGIN|[41]|this|PAW_New_EditCntrllr|true|false
08:38:48.0 (12429307)|VARIABLE_ASSIGNMENT|[41]|this|{}|0x1eaadc3c
08:38:48.0 (12437325)|STATEMENT_EXECUTE|[1]
08:38:48.0 (12438625)|STATEMENT_EXECUTE|[7]
08:38:48.0 (12439786)|STATEMENT_EXECUTE|[8]
08:38:48.0 (12440729)|STATEMENT_EXECUTE|[9]
08:38:48.0 (12441703)|STATEMENT_EXECUTE|[10]
08:38:48.0 (12442777)|STATEMENT_EXECUTE|[11]
08:38:48.0 (12454594)|VARIABLE_ASSIGNMENT|[11]|this.oppId|""|0x1eaadc3c
08:38:48.0 (12459430)|STATEMENT_EXECUTE|[12]
08:38:48.0 (12460814)|STATEMENT_EXECUTE|[13]
08:38:48.0 (12461832)|STATEMENT_EXECUTE|[14]
08:38:48.0 (12462727)|STATEMENT_EXECUTE|[15]
08:38:48.0 (12463775)|STATEMENT_EXECUTE|[16]
08:38:48.0 (12464801)|STATEMENT_EXECUTE|[18]
08:38:48.0 (12465816)|STATEMENT_EXECUTE|[19]
08:38:48.0 (12466810)|STATEMENT_EXECUTE|[20]
08:38:48.0 (12467814)|STATEMENT_EXECUTE|[21]
08:38:48.0 (12468830)|STATEMENT_EXECUTE|[22]
08:38:48.0 (12469734)|STATEMENT_EXECUTE|[23]
08:38:48.0 (12470755)|STATEMENT_EXECUTE|[24]
08:38:48.0 (12471652)|STATEMENT_EXECUTE|[25]
08:38:48.0 (12472544)|STATEMENT_EXECUTE|[26]
08:38:48.0 (12473549)|STATEMENT_EXECUTE|[27]
08:38:48.0 (12474440)|STATEMENT_EXECUTE|[28]
08:38:48.0 (12475454)|STATEMENT_EXECUTE|[30]
08:38:48.0 (12476464)|STATEMENT_EXECUTE|[31]
08:38:48.0 (12477471)|STATEMENT_EXECUTE|[32]
08:38:48.0 (12478376)|STATEMENT_EXECUTE|[33]
08:38:48.0 (12479457)|STATEMENT_EXECUTE|[37]
08:38:48.0 (12480347)|STATEMENT_EXECUTE|[38]
08:38:48.0 (12487106)|HEAP_ALLOCATE|[11]|Bytes:6
08:38:48.0 (12523355)|STATEMENT_EXECUTE|[41]
08:38:48.0 (12524765)|STATEMENT_EXECUTE|[44]
08:38:48.0 (212163996)|HEAP_ALLOCATE|[44]|Bytes:2408
08:38:48.0 (212709423)|VARIABLE_ASSIGNMENT|[44]|PAW_New_EditCntrllr.globalSchemaMap|"{abused_substance__c=Abused_Substance__c, abused_substance__feed=Abused_Substance__Feed, abused_substance__history=Abused_Substance__History, acceptedeventrelation=AcceptedEventRelation, account=Account, account_review__c=Account_Review__c, account_review__history=Account_Review__History, account_satisfaction_survey__c=Account_Satisfaction_Survey__c, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, ...}"|0x3d5aa04c
08:38:48.0 (212727119)|STATEMENT_EXECUTE|[45]
08:38:48.0 (212856533)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"oppId":""}|0x1eaadc3c
08:38:48.0 (212871620)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
08:38:48.0 (212879549)|HEAP_ALLOCATE|[32]|Bytes:5
08:38:48.0 (212889423)|VARIABLE_ASSIGNMENT|[32]|this.isTalbott|false|0x1eaadc3c
08:38:48.0 (212900149)|STATEMENT_EXECUTE|[46]
08:38:48.0 (212956080)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"isTalbott":false,"oppId":""}|0x1eaadc3c
08:38:48.0 (212964773)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
08:38:48.0 (212970360)|HEAP_ALLOCATE|[33]|Bytes:5
08:38:48.0 (212976585)|VARIABLE_ASSIGNMENT|[33]|this.isIop|false|0x1eaadc3c
08:38:48.0 (212983921)|STATEMENT_EXECUTE|[47]
08:38:48.0 (212992582)|VARIABLE_ASSIGNMENT|[47]|this.sObjectQueryStr|""|0x1eaadc3c
08:38:48.0 (212997273)|STATEMENT_EXECUTE|[48]
08:38:48.0 (213050746)|HEAP_ALLOCATE|[48]|Bytes:4
08:38:48.0 (213157240)|VARIABLE_ASSIGNMENT|[48]|this.quoteObj|{}|0x1eaadc3c
08:38:48.0 (213163644)|STATEMENT_EXECUTE|[49]
08:38:48.0 (213232078)|HEAP_ALLOCATE|[49]|Bytes:476
08:38:48.0 (213240334)|HEAP_ALLOCATE|[49]|Bytes:71
08:38:48.0 (213247899)|HEAP_ALLOCATE|[49]|Bytes:84
08:38:48.0 (213261457)|CONSTRUCTOR_ENTRY|[49]|01p0a000004sKzV|<init>()
08:38:48.0 (213289562)|VARIABLE_SCOPE_BEGIN|[546]|this|PAW_New_EditCntrllr.WraperClass|true|false
08:38:48.0 (213331170)|VARIABLE_ASSIGNMENT|[546]|this|{}|0x474dbf4
08:38:48.0 (213338334)|STATEMENT_EXECUTE|[524]
08:38:48.0 (213339840)|STATEMENT_EXECUTE|[525]
08:38:48.0 (213341176)|STATEMENT_EXECUTE|[526]
08:38:48.0 (213342465)|STATEMENT_EXECUTE|[527]
08:38:48.0 (213343392)|STATEMENT_EXECUTE|[528]
08:38:48.0 (213344315)|STATEMENT_EXECUTE|[529]
08:38:48.0 (213345226)|STATEMENT_EXECUTE|[530]
08:38:48.0 (213346213)|STATEMENT_EXECUTE|[531]
08:38:48.0 (213347233)|STATEMENT_EXECUTE|[532]
08:38:48.0 (213348273)|STATEMENT_EXECUTE|[533]
08:38:48.0 (213349201)|STATEMENT_EXECUTE|[534]
08:38:48.0 (213350101)|STATEMENT_EXECUTE|[535]
08:38:48.0 (213351031)|STATEMENT_EXECUTE|[536]
08:38:48.0 (213352043)|STATEMENT_EXECUTE|[537]
08:38:48.0 (213353070)|STATEMENT_EXECUTE|[538]
08:38:48.0 (213353995)|STATEMENT_EXECUTE|[539]
08:38:48.0 (213354893)|STATEMENT_EXECUTE|[540]
08:38:48.0 (213355793)|STATEMENT_EXECUTE|[541]
08:38:48.0 (213356807)|STATEMENT_EXECUTE|[542]
08:38:48.0 (213357910)|STATEMENT_EXECUTE|[543]
08:38:48.0 (213358865)|STATEMENT_EXECUTE|[544]
08:38:48.0 (213371200)|STATEMENT_EXECUTE|[546]
08:38:48.0 (213372683)|STATEMENT_EXECUTE|[547]
08:38:48.0 (213410015)|HEAP_ALLOCATE|[547]|Bytes:4
08:38:48.0 (213572775)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x474dbf4
08:38:48.0 (213585459)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x24c72d68
08:38:48.0 (213595513)|VARIABLE_ASSIGNMENT|[525]|this.pyAgrmntWrksht|{}|0x474dbf4
08:38:48.0 (213604465)|STATEMENT_EXECUTE|[548]
08:38:48.0 (213638303)|HEAP_ALLOCATE|[548]|Bytes:4
08:38:48.0 (213749547)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"pyAgrmntWrksht":"0x24c72d68"}|0x474dbf4
08:38:48.0 (213759945)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x55ee3d47
08:38:48.0 (213769052)|VARIABLE_ASSIGNMENT|[526]|this.insrncBnft|{}|0x474dbf4
08:38:48.0 (213781866)|STATEMENT_EXECUTE|[549]
08:38:48.0 (213849091)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"insrncBnft":"0x55ee3d47","pyAgrmntWrksht":"0x24c72d68"}|0x474dbf4
08:38:48.0 (213858414)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|""
08:38:48.0 (213866262)|VARIABLE_ASSIGNMENT|[527]|this.insrncBnftSelected|""|0x474dbf4
08:38:48.0 (213874197)|STATEMENT_EXECUTE|[550]
08:38:48.0 (213937968)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"insrncBnft":"0x55ee3d47","insrncBnftSelected":"","pyAgrmntWrksht":"0x24c72d68"}|0x474dbf4
08:38:48.0 (213947175)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|""
08:38:48.0 (213955434)|VARIABLE_ASSIGNMENT|[528]|this.facilitySelected|""|0x474dbf4
08:38:48.0 (213962471)|STATEMENT_EXECUTE|[551]
