40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
01:36:53.0 (293739)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
01:36:53.0 (329929)|EXECUTION_STARTED
01:36:53.0 (332936)|CODE_UNIT_STARTED|[EXTERNAL]|01p0a000004sKkq|CCPullReservationConcurQueuebleJob
01:36:53.0 (511522)|HEAP_ALLOCATE|[72]|Bytes:3
01:36:53.0 (544025)|HEAP_ALLOCATE|[77]|Bytes:152
01:36:53.0 (556712)|HEAP_ALLOCATE|[342]|Bytes:408
01:36:53.0 (569674)|HEAP_ALLOCATE|[355]|Bytes:408
01:36:53.0 (580263)|HEAP_ALLOCATE|[467]|Bytes:48
01:36:53.0 (603002)|HEAP_ALLOCATE|[139]|Bytes:6
01:36:53.0 (660603)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
01:36:53.0 (678459)|SYSTEM_METHOD_ENTRY|[14]|QueueableContextImpl.QueueableContextImpl()
01:36:53.0 (683274)|STATEMENT_EXECUTE|[14]
01:36:53.0 (692320)|SYSTEM_METHOD_EXIT|[14]|QueueableContextImpl
01:36:53.0 (698779)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:36:53.0 (702607)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:36:53.0 (711173)|VARIABLE_SCOPE_BEGIN|[21]|this|System.QueueableContextImpl|true|false
01:36:53.0 (762017)|VARIABLE_ASSIGNMENT|[21]|this|{}|0x7be1638c
01:36:53.0 (769324)|VARIABLE_SCOPE_BEGIN|[21]|jobId|Id|false|false
01:36:53.0 (846395)|VARIABLE_ASSIGNMENT|[21]|jobId|"7072900000OOYIwAAP"
01:36:53.0 (3927006)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
01:36:53.0 (3948331)|METHOD_ENTRY|[1]|01p0a000004sKkq|CCPullReservationConcurQueuebleJob.CCPullReservationConcurQueuebleJob()
01:36:53.0 (3955443)|STATEMENT_EXECUTE|[1]
01:36:53.0 (3958463)|STATEMENT_EXECUTE|[1]
01:36:53.0 (3963103)|METHOD_EXIT|[1]|CCPullReservationConcurQueuebleJob
01:36:53.0 (3971693)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
01:36:53.0 (3983844)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
01:36:53.0 (3989707)|VARIABLE_SCOPE_BEGIN|[14]|this|CCPullReservationConcurQueuebleJob|true|false
01:36:53.0 (4020973)|VARIABLE_ASSIGNMENT|[14]|this|{"accessToken":"0_N8xDsAUI8GIF/eR8Hn (8 more) ...","mapIdConcurTrip":"0x204fd3d1"}|0x529b9b4e
01:36:53.0 (4030061)|VARIABLE_SCOPE_BEGIN|[14]|context|System.QueueableContext|true|false
01:36:53.0 (4079610)|VARIABLE_ASSIGNMENT|[14]|context|{"jobId":"7072900000OOYIwAAP"}|0x7be1638c
01:36:53.0 (4091407)|STATEMENT_EXECUTE|[15]
01:36:53.0 (4092700)|STATEMENT_EXECUTE|[16]
01:36:53.0 (4628430)|HEAP_ALLOCATE|[16]|Bytes:99
01:36:53.0 (4638550)|HEAP_ALLOCATE|[16]|Bytes:11
01:36:53.0 (4648281)|METHOD_ENTRY|[1]|01p0a000004sKko|CCPullReservationConcurBatch.CCPullReservationConcurBatch()
01:36:53.0 (4653879)|STATEMENT_EXECUTE|[1]
01:36:53.0 (4656648)|STATEMENT_EXECUTE|[1]
01:36:53.0 (4660806)|METHOD_EXIT|[1]|CCPullReservationConcurBatch
01:36:53.0 (4669809)|HEAP_ALLOCATE|[16]|Bytes:32
01:36:53.0 (4713261)|CONSTRUCTOR_ENTRY|[16]|01p0a000004sKko|<init>(Map<String,Trip__c>,String)
