37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
03:09:07.0 (279942)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
03:09:07.0 (306510)|EXECUTION_STARTED
03:09:07.0 (309644)|CODE_UNIT_STARTED|[EXTERNAL]|066j0000002vLOq|VF: /apex/OpportunityStagePage
03:09:07.0 (8950540)|SYSTEM_MODE_ENTER|true
03:09:07.0 (9208557)|VARIABLE_SCOPE_BEGIN|[3]|OpportunityStageCont.STAGE_ADMITTED|String|false|true
03:09:07.0 (9221531)|VARIABLE_SCOPE_BEGIN|[4]|OpportunityStageCont.STAGE_ADMITTED_CLOSED|String|false|true
03:09:07.0 (9328676)|HEAP_ALLOCATE|[72]|Bytes:3
03:09:07.0 (9368752)|HEAP_ALLOCATE|[77]|Bytes:152
03:09:07.0 (9381376)|HEAP_ALLOCATE|[342]|Bytes:408
03:09:07.0 (9392267)|HEAP_ALLOCATE|[355]|Bytes:408
03:09:07.0 (9402043)|HEAP_ALLOCATE|[467]|Bytes:48
03:09:07.0 (9424547)|HEAP_ALLOCATE|[139]|Bytes:6
03:09:07.0 (9436236)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
03:09:07.0 (9443429)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:328
03:09:07.0 (9446767)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
03:09:07.0 (9450245)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
03:09:07.0 (9453372)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
03:09:07.0 (9477965)|VARIABLE_ASSIGNMENT|[EXTERNAL]|OpportunityStageCont.STAGE_ADMITTED|"Admitted"
03:09:07.0 (9483429)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:15
03:09:07.0 (9490018)|VARIABLE_ASSIGNMENT|[EXTERNAL]|OpportunityStageCont.STAGE_ADMITTED_CLOSED|"Admitted/Closed"
03:09:07.0 (9499415)|METHOD_ENTRY|[1]|01pj0000004Sbw4|OpportunityStageCont.OpportunityStageCont()
03:09:07.0 (9506255)|STATEMENT_EXECUTE|[1]
03:09:07.0 (9511045)|STATEMENT_EXECUTE|[1]
03:09:07.0 (9537893)|HEAP_ALLOCATE|[50]|Bytes:5
03:09:07.0 (9558522)|HEAP_ALLOCATE|[56]|Bytes:5
03:09:07.0 (9565081)|HEAP_ALLOCATE|[64]|Bytes:7
03:09:07.0 (9582999)|SYSTEM_MODE_ENTER|false
03:09:07.0 (9595242)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
03:09:07.0 (9599375)|STATEMENT_EXECUTE|[87]
03:09:07.0 (9603624)|SYSTEM_MODE_EXIT|false
03:09:07.0 (9609850)|METHOD_EXIT|[1]|OpportunityStageCont
03:09:07.0 (9830488)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:56
03:09:07.0 (9844720)|VARIABLE_SCOPE_BEGIN|[20]|this|OpportunityStageCont|true|false
03:09:07.0 (9919031)|VARIABLE_ASSIGNMENT|[20]|this|{}|0x3900df74
03:09:07.0 (9935933)|SYSTEM_MODE_ENTER|false
03:09:07.0 (9942016)|HEAP_ALLOCATE|[21]|Bytes:5
03:09:07.0 (9945996)|STATEMENT_EXECUTE|[1]
03:09:07.0 (9950378)|HEAP_ALLOCATE|[21]|Bytes:5
03:09:07.0 (9952607)|STATEMENT_EXECUTE|[6]
03:09:07.0 (9953646)|STATEMENT_EXECUTE|[7]
03:09:07.0 (9954503)|STATEMENT_EXECUTE|[8]
03:09:07.0 (9955374)|STATEMENT_EXECUTE|[9]
03:09:07.0 (9956432)|STATEMENT_EXECUTE|[10]
03:09:07.0 (9957437)|STATEMENT_EXECUTE|[11]
03:09:07.0 (9958343)|STATEMENT_EXECUTE|[12]
03:09:07.0 (9959199)|STATEMENT_EXECUTE|[13]
03:09:07.0 (9960078)|STATEMENT_EXECUTE|[14]
03:09:07.0 (9960924)|STATEMENT_EXECUTE|[15]
03:09:07.0 (9961774)|STATEMENT_EXECUTE|[16]
03:09:07.0 (9962624)|STATEMENT_EXECUTE|[17]
03:09:07.0 (9963604)|STATEMENT_EXECUTE|[18]
03:09:07.0 (9970961)|HEAP_ALLOCATE|[21]|Bytes:6
03:09:07.0 (9997998)|STATEMENT_EXECUTE|[20]
03:09:07.0 (9999246)|STATEMENT_EXECUTE|[21]
