37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
08:22:58.0 (241950)|USER_INFO|[EXTERNAL]|00529000000zYiy|bhakti.gujrathi@eternussolutions.com.frnstgng|Central Standard Time|GMT-06:00
08:22:58.0 (274292)|EXECUTION_STARTED
08:22:58.0 (279326)|CODE_UNIT_STARTED|[EXTERNAL]|0660a0000009uTC|VF: /apex/PAW_New_Edit
08:22:58.0 (777294)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660a0000009uTC
08:22:58.0 (4925642)|HEAP_ALLOCATE|[72]|Bytes:3
08:22:58.0 (4973498)|HEAP_ALLOCATE|[77]|Bytes:152
08:22:58.0 (4987861)|HEAP_ALLOCATE|[342]|Bytes:408
08:22:58.0 (4999566)|HEAP_ALLOCATE|[355]|Bytes:408
08:22:58.0 (5011051)|HEAP_ALLOCATE|[467]|Bytes:48
08:22:58.0 (5040809)|HEAP_ALLOCATE|[139]|Bytes:6
08:22:58.0 (5066671)|HEAP_ALLOCATE|[50]|Bytes:5
08:22:58.0 (5089385)|HEAP_ALLOCATE|[56]|Bytes:5
08:22:58.0 (5096426)|HEAP_ALLOCATE|[64]|Bytes:7
08:22:58.0 (8358909)|VARIABLE_SCOPE_BEGIN|[35]|PAW_New_EditCntrllr.globalSchemaMap|Map<String,Schema.SObjectType>|true|true
08:22:58.0 (8372967)|VARIABLE_SCOPE_BEGIN|[3]|PAW_New_EditCntrllr.yearEndMode|Boolean|false|true
08:22:58.0 (13299921)|VF_DESERIALIZE_VIEWSTATE_END
08:22:58.14 (14217349)|SYSTEM_MODE_ENTER|true
08:22:58.14 (14287448)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
08:22:58.14 (14296030)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
08:22:58.14 (14306107)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
08:22:58.14 (14311158)|STATEMENT_EXECUTE|[1]
08:22:58.15 (15116997)|SYSTEM_MODE_ENTER|true
08:22:58.15 (15165738)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
08:22:58.15 (15173419)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
08:22:58.15 (15209869)|VARIABLE_ASSIGNMENT|[88]|this|{}|0xdf03f30
08:22:58.15 (15215928)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
08:22:58.15 (15223738)|VARIABLE_ASSIGNMENT|[88]|escape|null
08:22:58.0 (15417163)|SYSTEM_MODE_ENTER|true
08:22:58.0 (15441515)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
08:22:58.0 (15451545)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:304
08:22:58.0 (15456445)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:98
08:22:58.0 (15460629)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
08:22:58.0 (15471987)|METHOD_ENTRY|[1]|01p0a000004sKzV|PAW_New_EditCntrllr.PAW_New_EditCntrllr()
08:22:58.0 (15476757)|STATEMENT_EXECUTE|[1]
08:22:58.0 (15480984)|STATEMENT_EXECUTE|[1]
08:22:58.0 (15482182)|STATEMENT_EXECUTE|[3]
08:22:58.0 (15960922)|VARIABLE_SCOPE_BEGIN|[3]|PAW_YearEnd_Config.setting|Year_End_PAW_Settings__c|true|true
08:22:58.0 (15977546)|HEAP_ALLOCATE|[3]|Bytes:1
08:22:58.0 (15984399)|HEAP_ALLOCATE|[3]|Bytes:1
08:22:58.0 (16027208)|METHOD_ENTRY|[1]|01p29000000Aswf|PAW_YearEnd_Config.PAW_YearEnd_Config()
08:22:58.0 (16033428)|STATEMENT_EXECUTE|[1]
08:22:58.0 (16036535)|STATEMENT_EXECUTE|[1]
08:22:58.0 (16052659)|SYSTEM_MODE_ENTER|false
08:22:58.0 (16059466)|HEAP_ALLOCATE|[3]|Bytes:5
08:22:58.0 (16065987)|SYSTEM_MODE_EXIT|false
08:22:58.0 (16073666)|METHOD_EXIT|[1]|PAW_YearEnd_Config
08:22:58.0 (16085044)|METHOD_ENTRY|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:22:58.0 (16111380)|SYSTEM_MODE_ENTER|false
08:22:58.0 (16116528)|HEAP_ALLOCATE|[6]|Bytes:5
08:22:58.0 (16121007)|STATEMENT_EXECUTE|[5]
08:22:58.0 (16124829)|STATEMENT_EXECUTE|[7]
08:22:58.0 (17372826)|HEAP_ALLOCATE|[7]|Bytes:20
08:22:58.0 (17424575)|VARIABLE_ASSIGNMENT|[7]|PAW_YearEnd_Config.setting|{"IsDeleted":false,"Name":"Year End PAW Setting (11 more) ...","SetupOwnerId":"00529000000zYiyAAE","Year_End_Mode_Enable (4 more) ...":false}|0x71d99967
08:22:58.0 (17433584)|STATEMENT_EXECUTE|[9]
08:22:58.0 (17437351)|HEAP_ALLOCATE|[9]|Bytes:14
08:22:58.0 (17602169)|HEAP_ALLOCATE|[9]|Bytes:145
08:22:58.0 (17626225)|HEAP_ALLOCATE|[9]|Bytes:159
08:22:58.0 (17646945)|USER_DEBUG|[9]|DEBUG|>>> setting : Year_End_PAW_Settings__c:{IsDeleted=false, Name=Year End PAW Settings (Profile), SetupOwnerId=00529000000zYiyAAE, Year_End_Mode_Enabled__c=false}
08:22:58.0 (17656113)|STATEMENT_EXECUTE|[10]
08:22:58.0 (17661442)|SYSTEM_MODE_EXIT|false
08:22:58.0 (17669408)|METHOD_EXIT|[3]|01p29000000Aswf|PAW_YearEnd_Config.fetch()
08:22:58.0 (17709915)|VARIABLE_ASSIGNMENT|[3]|PAW_New_EditCntrllr.yearEndMode|false
08:22:58.0 (17715081)|STATEMENT_EXECUTE|[523]
08:22:58.0 (17720397)|METHOD_EXIT|[1]|PAW_New_EditCntrllr
08:22:58.0 (19091527)|SYSTEM_MODE_ENTER|true
08:22:58.0 (20645056)|SYSTEM_MODE_ENTER|true
08:22:58.0 (20700115)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:476
08:22:58.0 (20710442)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:71
08:22:58.0 (26076754)|SYSTEM_MODE_ENTER|true
08:22:58.0 (26140271)|SYSTEM_MODE_ENTER|true
08:22:58.0 (31373749)|SYSTEM_MODE_ENTER|true
08:22:58.0 (31601603)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:112
08:22:58.0 (31611460)|VARIABLE_SCOPE_BEGIN|[215]|this|PAW_New_EditCntrllr|true|false
08:22:58.0 (31724886)|VARIABLE_ASSIGNMENT|[215]|this|{"estmtCnrgDaysMap":"0x7360aff4","estmtCvrgeDaysObj":"0x5f2ba70a","faciltyOptions":"0x603a4fd9","fcltyPrgrmOptions":"0x40b6394b","idToOwnershipFacilit (4 more) ...":"0x36df31a6","idToTypeFacilityMap":"0x34cec380","insrncBnftMap":"0x6381647","insrncBnftOptions":"0x77350baa","isIop":false,"isTalbott":false,"meta":"0x382856eb","oppId":"00629000003FJ4b","pawObj":"0x7a3840ad","ptntInsrnceOptions":"0x3c74fb83","ptntInsrncMap":"0x63c3cffc","ptntInsrncObj":"0x63f8c9c3","quoteObj":"0x19264261","recordId":"00629000003FJ4b","rtAdjstmntOptions":"0x212344c0","showPILookup":false,"sObjectQueryStr":"","wrprObj":"0x265f9a10"}|0x35d8ea3c
08:22:58.0 (31754103)|STATEMENT_EXECUTE|[215]
08:22:58.0 (31756899)|STATEMENT_EXECUTE|[216]
08:22:58.0 (31812921)|STATEMENT_EXECUTE|[217]
08:22:58.0 (31826417)|HEAP_ALLOCATE|[217]|Bytes:12
